Date,Service,Cost,Currency,IoT_Things,IoT_Rules,IoT_Policies,Is_IoT_Core
2024-11-26,AmazonRDS,1.1211,USD,0,0,0,0
2024-11-26,AWSIoT,0.8728,USD,59,9,2,1
2024-11-26,AmazonLambda,0.4762,USD,0,0,0,0
2024-11-26,AmazonCloudFront,0.8507,USD,0,0,0,0
2024-11-26,AmazonAPIGateway,0.3318,USD,0,0,0,0
2024-11-27,AmazonEC2,2.0671,USD,0,0,0,0
2024-11-27,AmazonS3,0.1483,USD,0,0,0,0
2024-11-27,AmazonRDS,1.0391,USD,0,0,0,0
2024-11-27,AWSIoT,0.7662,USD,34,3,5,1
2024-11-27,AmazonLambda,0.599,USD,0,0,0,0
2024-11-27,AmazonCloudFront,1.0726,USD,0,0,0,0
2024-11-27,AmazonAPIGateway,0.3968,USD,0,0,0,0
2024-11-28,AmazonEC2,1.9082,USD,0,0,0,0
2024-11-28,AmazonS3,0.1297,USD,0,0,0,0
2024-11-28,AmazonRDS,1.0652,USD,0,0,0,0
2024-11-28,AWSIoT,0.6394,USD,12,1,3,1
2024-11-28,AmazonLambda,0.4102,USD,0,0,0,0
2024-11-28,AmazonCloudFront,0.879,USD,0,0,0,0
2024-11-28,AmazonAPIGateway,0.4223,USD,0,0,0,0
2024-11-29,AmazonEC2,2.33424,USD,0,0,0,0
2024-11-29,AmazonS3,0.24767999999999998,USD,0,0,0,0
2024-11-29,AmazonRDS,1.43904,USD,0,0,0,0
2024-11-29,AWSIoT,0.94968,USD,100,1,1,1
2024-11-29,AmazonLambda,0.61392,USD,0,0,0,0
2024-11-29,AmazonCloudFront,0.7794,USD,0,0,0,0
2024-11-29,AmazonAPIGateway,0.39732,USD,0,0,0,0
2024-11-30,AmazonEC2,1.7444,USD,0,0,0,0
2024-11-30,AmazonS3,0.2093,USD,0,0,0,0
2024-11-30,AmazonRDS,0.9907,USD,0,0,0,0
2024-11-30,AWSIoT,0.9046,USD,60,7,4,1
2024-11-30,AmazonLambda,0.3605,USD,0,0,0,0
2024-11-30,AmazonCloudFront,0.5949,USD,0,0,0,0
2024-11-30,AmazonAPIGateway,0.3674,USD,0,0,0,0
2024-12-01,AmazonEC2,1.786,USD,0,0,0,0
2024-12-01,AmazonS3,0.1396,USD,0,0,0,0
2024-12-01,AmazonRDS,0.7535,USD,0,0,0,0
2024-12-01,AWSIoT,0.7027,USD,99,4,2,1
2024-12-01,AmazonLambda,0.5708,USD,0,0,0,0
2024-12-01,AmazonCloudFront,0.9914,USD,0,0,0,0
2024-12-01,AmazonAPIGateway,0.3317,USD,0,0,0,0
2024-12-02,AmazonEC2,2.54796,USD,0,0,0,0
2024-12-02,AmazonS3,0.22799999999999998,USD,0,0,0,0
2024-12-02,AmazonRDS,1.1381999999999999,USD,0,0,0,0
2024-12-02,AWSIoT,1.092,USD,42,6,2,1
2024-12-02,AmazonLambda,0.55104,USD,0,0,0,0
2024-12-02,AmazonCloudFront,1.14888,USD,0,0,0,0
2024-12-02,AmazonAPIGateway,0.28343999999999997,USD,0,0,0,0
2024-12-03,AmazonEC2,1.5729,USD,0,0,0,0
2024-12-03,AmazonS3,0.2138,USD,0,0,0,0
2024-12-03,AmazonRDS,1.2304,USD,0,0,0,0
2024-12-03,AWSIoT,0.659,USD,27,5,5,1
2024-12-03,AmazonLambda,0.3725,USD,0,0,0,0
2024-12-03,AmazonCloudFront,0.5876,USD,0,0,0,0
2024-12-03,AmazonAPIGateway,0.3509,USD,0,0,0,0
2024-12-04,AmazonEC2,1.9369,USD,0,0,0,0
2024-12-04,AmazonS3,0.1678,USD,0,0,0,0
2024-12-04,AmazonRDS,0.8345,USD,0,0,0,0
2024-12-04,AWSIoT,0.6741,USD,83,5,3,1
2024-12-04,AmazonLambda,0.3799,USD,0,0,0,0
2024-12-04,AmazonCloudFront,0.9163,USD,0,0,0,0
2024-12-04,AmazonAPIGateway,0.2873,USD,0,0,0,0
2024-12-05,AmazonEC2,1.2489,USD,0,0,0,0
2024-12-05,AmazonS3,0.1934,USD,0,0,0,0
2024-12-05,AmazonRDS,1.0816,USD,0,0,0,0
2024-12-05,AWSIoT,0.8396,USD,80,4,4,1
2024-12-05,AmazonLambda,0.3651,USD,0,0,0,0
2024-12-05,AmazonCloudFront,0.9323,USD,0,0,0,0
2024-12-05,AmazonAPIGateway,0.2826,USD,0,0,0,0
2024-12-06,AmazonEC2,2.17668,USD,0,0,0,0
2024-12-06,AmazonS3,0.24719999999999998,USD,0,0,0,0
2024-12-06,AmazonRDS,1.42896,USD,0,0,0,0
2024-12-06,AWSIoT,0.79932,USD,85,9,2,1
2024-12-06,AmazonLambda,0.6476399999999999,USD,0,0,0,0
2024-12-06,AmazonCloudFront,0.86964,USD,0,0,0,0
2024-12-06,AmazonAPIGateway,0.28403999999999996,USD,0,0,0,0
2024-12-07,AmazonEC2,1.7448,USD,0,0,0,0
2024-12-07,AmazonS3,0.1606,USD,0,0,0,0
2024-12-07,AmazonRDS,0.8601,USD,0,0,0,0
2024-12-07,AWSIoT,0.6045,USD,45,4,5,1
2024-12-07,AmazonLambda,0.4502,USD,0,0,0,0
2024-12-07,AmazonCloudFront,1.0783,USD,0,0,0,0
2024-12-07,AmazonAPIGateway,0.263,USD,0,0,0,0
2024-12-08,AmazonEC2,2.1097,USD,0,0,0,0
2024-12-08,AmazonS3,0.1309,USD,0,0,0,0
2024-12-08,AmazonRDS,1.1767,USD,0,0,0,0
2024-12-08,AWSIoT,0.8824,USD,16,3,5,1
2024-12-08,AmazonLambda,0.6488,USD,0,0,0,0
2024-12-08,AmazonCloudFront,0.83,USD,0,0,0,0
2024-12-08,AmazonAPIGateway,0.4311,USD,0,0,0,0
2024-12-09,AmazonEC2,2.0576399999999997,USD,0,0,0,0
2024-12-09,AmazonS3,0.16992,USD,0,0,0,0
2024-12-09,AmazonRDS,0.84516,USD,0,0,0,0
2024-12-09,AWSIoT,1.0335599999999998,USD,38,1,2,1
2024-12-09,AmazonLambda,0.76044,USD,0,0,0,0
2024-12-09,AmazonCloudFront,0.8141999999999999,USD,0,0,0,0
2024-12-09,AmazonAPIGateway,0.43332,USD,0,0,0,0
2024-12-10,AmazonEC2,1.5153,USD,0,0,0,0
2024-12-10,AmazonS3,0.1733,USD,0,0,0,0
2024-12-10,AmazonRDS,1.143,USD,0,0,0,0
2024-12-10,AWSIoT,0.9001,USD,50,2,5,1
2024-12-10,AmazonLambda,0.4668,USD,0,0,0,0
2024-12-10,AmazonCloudFront,0.628,USD,0,0,0,0
2024-12-10,AmazonAPIGateway,0.289,USD,0,0,0,0
2024-12-11,AmazonEC2,1.5486,USD,0,0,0,0
2024-12-11,AmazonS3,0.177,USD,0,0,0,0
2024-12-11,AmazonRDS,0.9873,USD,0,0,0,0
2024-12-11,AWSIoT,0.7095,USD,53,10,2,1
2024-12-11,AmazonLambda,0.3965,USD,0,0,0,0
2024-12-11,AmazonCloudFront,0.981,USD,0,0,0,0
2024-12-11,AmazonAPIGateway,0.3778,USD,0,0,0,0
2024-12-12,AmazonEC2,1.4617,USD,0,0,0,0
2024-12-12,AmazonS3,0.1224,USD,0,0,0,0
2024-12-12,AmazonRDS,1.1295,USD,0,0,0,0
2024-12-12,AWSIoT,0.6403,USD,17,10,1,1
2024-12-12,AmazonLambda,0.3803,USD,0,0,0,0
2024-12-12,AmazonCloudFront,0.9315,USD,0,0,0,0
2024-12-12,AmazonAPIGateway,0.4274,USD,0,0,0,0
2024-12-13,AmazonEC2,2.53692,USD,0,0,0,0
2024-12-13,AmazonS3,0.25439999999999996,USD,0,0,0,0
2024-12-13,AmazonRDS,1.12272,USD,0,0,0,0
2024-12-13,AWSIoT,0.95844,USD,62,7,1,1
2024-12-13,AmazonLambda,0.5334,USD,0,0,0,0
2024-12-13,AmazonCloudFront,1.17096,USD,0,0,0,0
2024-12-13,AmazonAPIGateway,0.30204,USD,0,0,0,0
2024-12-14,AmazonEC2,1.3925,USD,0,0,0,0
2024-12-14,AmazonS3,0.1447,USD,0,0,0,0
2024-12-14,AmazonRDS,0.9807,USD,0,0,0,0
2024-12-14,AWSIoT,0.983,USD,84,10,4,1
2024-12-14,AmazonLambda,0.4893,USD,0,0,0,0
2024-12-14,AmazonCloudFront,0.6392,USD,0,0,0,0
2024-12-14,AmazonAPIGateway,0.2374,USD,0,0,0,0
2024-12-15,AmazonEC2,2.1619,USD,0,0,0,0
2024-12-15,AmazonS3,0.1583,USD,0,0,0,0
2024-12-15,AmazonRDS,1.2557,USD,0,0,0,0
2024-12-15,AWSIoT,0.915,USD,97,9,2,1
2024-12-15,AmazonLambda,0.37,USD,0,0,0,0
2024-12-15,AmazonCloudFront,1.0727,USD,0,0,0,0
2024-12-15,AmazonAPIGateway,0.3535,USD,0,0,0,0
2024-12-16,AmazonEC2,1.5860400000000001,USD,0,0,0,0
2024-12-16,AmazonS3,0.144,USD,0,0,0,0
2024-12-16,AmazonRDS,1.2084,USD,0,0,0,0
2024-12-16,AWSIoT,1.06056,USD,90,6,1,1
2024-12-16,AmazonLambda,0.56616,USD,0,0,0,0
2024-12-16,AmazonCloudFront,1.06008,USD,0,0,0,0
2024-12-16,AmazonAPIGateway,0.39672,USD,0,0,0,0
2024-12-17,AmazonEC2,2.0457,USD,0,0,0,0
2024-12-17,AmazonS3,0.1292,USD,0,0,0,0
2024-12-17,AmazonRDS,0.9097,USD,0,0,0,0
2024-12-17,AWSIoT,0.9949,USD,38,10,5,1
2024-12-17,AmazonLambda,0.462,USD,0,0,0,0
2024-12-17,AmazonCloudFront,1.0702,USD,0,0,0,0
2024-12-17,AmazonAPIGateway,0.2991,USD,0,0,0,0
2024-12-18,AmazonEC2,1.417,USD,0,0,0,0
2024-12-18,AmazonS3,0.1885,USD,0,0,0,0
2024-12-18,AmazonRDS,1.1542,USD,0,0,0,0
2024-12-18,AWSIoT,0.6854,USD,45,9,2,1
2024-12-18,AmazonLambda,0.5634,USD,0,0,0,0
2024-12-18,AmazonCloudFront,0.6263,USD,0,0,0,0
2024-12-18,AmazonAPIGateway,0.3423,USD,0,0,0,0
2024-12-19,AmazonEC2,1.3922,USD,0,0,0,0
2024-12-19,AmazonS3,0.2055,USD,0,0,0,0
2024-12-19,AmazonRDS,0.7855,USD,0,0,0,0
2024-12-19,AWSIoT,0.8734,USD,68,7,1,1
2024-12-19,AmazonLambda,0.632,USD,0,0,0,0
2024-12-19,AmazonCloudFront,0.9591,USD,0,0,0,0
2024-12-19,AmazonAPIGateway,0.3103,USD,0,0,0,0
2024-12-20,AmazonEC2,1.49232,USD,0,0,0,0
2024-12-20,AmazonS3,0.23196,USD,0,0,0,0
2024-12-20,AmazonRDS,0.98376,USD,0,0,0,0
2024-12-20,AWSIoT,0.80772,USD,59,6,5,1
2024-12-20,AmazonLambda,0.74244,USD,0,0,0,0
2024-12-20,AmazonCloudFront,1.15512,USD,0,0,0,0
2024-12-20,AmazonAPIGateway,0.5172,USD,0,0,0,0
2024-12-21,AmazonEC2,1.7568,USD,0,0,0,0
2024-12-21,AmazonS3,0.1617,USD,0,0,0,0
2024-12-21,AmazonRDS,0.9933,USD,0,0,0,0
2024-12-21,AWSIoT,0.6622,USD,77,1,5,1
2024-12-21,AmazonLambda,0.4063,USD,0,0,0,0
2024-12-21,AmazonCloudFront,1.0763,USD,0,0,0,0
2024-12-21,AmazonAPIGateway,0.313,USD,0,0,0,0
2024-12-22,AmazonEC2,1.6002,USD,0,0,0,0
2024-12-22,AmazonS3,0.1947,USD,0,0,0,0
2024-12-22,AmazonRDS,0.8094,USD,0,0,0,0
2024-12-22,AWSIoT,0.6398,USD,41,4,3,1
2024-12-22,AmazonLambda,0.5334,USD,0,0,0,0
2024-12-22,AmazonCloudFront,0.7756,USD,0,0,0,0
2024-12-22,AmazonAPIGateway,0.3559,USD,0,0,0,0
2024-12-23,AmazonEC2,2.5176,USD,0,0,0,0
2024-12-23,AmazonS3,0.17748,USD,0,0,0,0
2024-12-23,AmazonRDS,1.44468,USD,0,0,0,0
2024-12-23,AWSIoT,1.13832,USD,45,8,1,1
2024-12-23,AmazonLambda,0.6911999999999999,USD,0,0,0,0
2024-12-23,AmazonCloudFront,1.11912,USD,0,0,0,0
2024-12-23,AmazonAPIGateway,0.32832,USD,0,0,0,0
2024-12-24,AmazonEC2,1.4406,USD,0,0,0,0
2024-12-24,AmazonS3,0.1327,USD,0,0,0,0
2024-12-24,AmazonRDS,1.2689,USD,0,0,0,0
2024-12-24,AWSIoT,0.9992,USD,82,6,3,1
2024-12-24,AmazonLambda,0.3857,USD,0,0,0,0
2024-12-24,AmazonCloudFront,0.6791,USD,0,0,0,0
2024-12-24,AmazonAPIGateway,0.3635,USD,0,0,0,0
2024-12-25,AmazonEC2,1.2829,USD,0,0,0,0
2024-12-25,AmazonS3,0.1841,USD,0,0,0,0
2024-12-25,AmazonRDS,1.0667,USD,0,0,0,0
2024-12-25,AWSIoT,0.708,USD,79,1,5,1
2024-12-25,AmazonLambda,0.5322,USD,0,0,0,0
2024-12-25,AmazonCloudFront,0.842,USD,0,0,0,0
2024-12-25,AmazonAPIGateway,0.2925,USD,0,0,0,0
2024-12-26,AmazonEC2,1.9591,USD,0,0,0,0
2024-12-26,AmazonS3,0.1229,USD,0,0,0,0
2024-12-26,AmazonRDS,1.0658,USD,0,0,0,0
2024-12-26,AWSIoT,0.6579,USD,29,2,2,1
2024-12-26,AmazonLambda,0.5818,USD,0,0,0,0
2024-12-26,AmazonCloudFront,0.9706,USD,0,0,0,0
2024-12-26,AmazonAPIGateway,0.3816,USD,0,0,0,0
2024-12-27,AmazonEC2,1.4863199999999999,USD,0,0,0,0
2024-12-27,AmazonS3,0.24539999999999998,USD,0,0,0,0
2024-12-27,AmazonRDS,1.1635199999999999,USD,0,0,0,0
2024-12-27,AWSIoT,0.9907199999999999,USD,78,10,3,1
2024-12-27,AmazonLambda,0.59748,USD,0,0,0,0
2024-12-27,AmazonCloudFront,0.83268,USD,0,0,0,0
2024-12-27,AmazonAPIGateway,0.37068,USD,0,0,0,0
2024-12-28,AmazonEC2,1.8044,USD,0,0,0,0
2024-12-28,AmazonS3,0.2105,USD,0,0,0,0
2024-12-28,AmazonRDS,0.7046,USD,0,0,0,0
2024-12-28,AWSIoT,0.6444,USD,10,9,4,1
2024-12-28,AmazonLambda,0.3684,USD,0,0,0,0
2024-12-28,AmazonCloudFront,0.8828,USD,0,0,0,0
2024-12-28,AmazonAPIGateway,0.3018,USD,0,0,0,0
2024-12-29,AmazonEC2,1.4528,USD,0,0,0,0
2024-12-29,AmazonS3,0.1879,USD,0,0,0,0
2024-12-29,AmazonRDS,0.8298,USD,0,0,0,0
2024-12-29,AWSIoT,0.8025,USD,99,9,2,1
2024-12-29,AmazonLambda,0.5097,USD,0,0,0,0
2024-12-29,AmazonCloudFront,0.7703,USD,0,0,0,0
2024-12-29,AmazonAPIGateway,0.4232,USD,0,0,0,0
2024-12-30,AmazonEC2,2.40324,USD,0,0,0,0
2024-12-30,AmazonS3,0.16127999999999998,USD,0,0,0,0
2024-12-30,AmazonRDS,1.43904,USD,0,0,0,0
2024-12-30,AWSIoT,0.83808,USD,87,5,4,1
2024-12-30,AmazonLambda,0.51972,USD,0,0,0,0
2024-12-30,AmazonCloudFront,1.116,USD,0,0,0,0
2024-12-30,AmazonAPIGateway,0.49548,USD,0,0,0,0
2024-12-31,AmazonEC2,1.5521,USD,0,0,0,0
2024-12-31,AmazonS3,0.181,USD,0,0,0,0
2024-12-31,AmazonRDS,0.9028,USD,0,0,0,0
2024-12-31,AWSIoT,0.8354,USD,56,6,5,1
2024-12-31,AmazonLambda,0.5653,USD,0,0,0,0
2024-12-31,AmazonCloudFront,0.8815,USD,0,0,0,0
2024-12-31,AmazonAPIGateway,0.2741,USD,0,0,0,0
2025-01-01,AmazonEC2,1.2445,USD,0,0,0,0
2025-01-01,AmazonS3,0.1887,USD,0,0,0,0
2025-01-01,AmazonRDS,0.7669,USD,0,0,0,0
2025-01-01,AWSIoT,0.8225,USD,71,3,5,1
2025-01-01,AmazonLambda,0.504,USD,0,0,0,0
2025-01-01,AmazonCloudFront,1.0645,USD,0,0,0,0
2025-01-01,AmazonAPIGateway,0.288,USD,0,0,0,0
2025-01-02,AmazonEC2,2.0898,USD,0,0,0,0
2025-01-02,AmazonS3,0.1328,USD,0,0,0,0
2025-01-02,AmazonRDS,0.7494,USD,0,0,0,0
2025-01-02,AWSIoT,0.9589,USD,70,9,5,1
2025-01-02,AmazonLambda,0.474,USD,0,0,0,0
2025-01-02,AmazonCloudFront,0.9674,USD,0,0,0,0
2025-01-02,AmazonAPIGateway,0.3345,USD,0,0,0,0
2025-01-03,AmazonEC2,1.84044,USD,0,0,0,0
2025-01-03,AmazonS3,0.14904,USD,0,0,0,0
2025-01-03,AmazonRDS,0.92172,USD,0,0,0,0
2025-01-03,AWSIoT,0.71748,USD,15,3,4,1
2025-01-03,AmazonLambda,0.6774,USD,0,0,0,0
2025-01-03,AmazonCloudFront,1.2755999999999998,USD,0,0,0,0
2025-01-03,AmazonAPIGateway,0.51888,USD,0,0,0,0
2025-01-04,AmazonEC2,1.185,USD,0,0,0,0
2025-01-04,AmazonS3,0.1775,USD,0,0,0,0
2025-01-04,AmazonRDS,1.0918,USD,0,0,0,0
2025-01-04,AWSIoT,0.8267,USD,53,2,5,1
2025-01-04,AmazonLambda,0.446,USD,0,0,0,0
2025-01-04,AmazonCloudFront,0.5881,USD,0,0,0,0
2025-01-04,AmazonAPIGateway,0.3648,USD,0,0,0,0
2025-01-05,AmazonEC2,1.2375,USD,0,0,0,0
2025-01-05,AmazonS3,0.2143,USD,0,0,0,0
2025-01-05,AmazonRDS,0.8572,USD,0,0,0,0
2025-01-05,AWSIoT,0.7092,USD,74,7,5,1
2025-01-05,AmazonLambda,0.5425,USD,0,0,0,0
2025-01-05,AmazonCloudFront,0.9307,USD,0,0,0,0
2025-01-05,AmazonAPIGateway,0.2764,USD,0,0,0,0
2025-01-06,AmazonEC2,2.0331599999999996,USD,0,0,0,0
2025-01-06,AmazonS3,0.25752,USD,0,0,0,0
2025-01-06,AmazonRDS,0.9994799999999999,USD,0,0,0,0
2025-01-06,AWSIoT,1.04544,USD,68,6,2,1
2025-01-06,AmazonLambda,0.52728,USD,0,0,0,0
2025-01-06,AmazonCloudFront,1.18512,USD,0,0,0,0
2025-01-06,AmazonAPIGateway,0.297,USD,0,0,0,0
2025-01-07,AmazonEC2,1.639,USD,0,0,0,0
2025-01-07,AmazonS3,0.179,USD,0,0,0,0
2025-01-07,AmazonRDS,0.7671,USD,0,0,0,0
2025-01-07,AWSIoT,0.744,USD,88,9,1,1
2025-01-07,AmazonLambda,0.5498,USD,0,0,0,0
2025-01-07,AmazonCloudFront,0.6019,USD,0,0,0,0
2025-01-07,AmazonAPIGateway,0.2478,USD,0,0,0,0
2025-01-08,AmazonEC2,1.6751,USD,0,0,0,0
2025-01-08,AmazonS3,0.1748,USD,0,0,0,0
2025-01-08,AmazonRDS,1.0886,USD,0,0,0,0
2025-01-08,AWSIoT,0.8878,USD,81,9,3,1
2025-01-08,AmazonLambda,0.3925,USD,0,0,0,0
2025-01-08,AmazonCloudFront,0.818,USD,0,0,0,0
2025-01-08,AmazonAPIGateway,0.306,USD,0,0,0,0
2025-01-09,AmazonEC2,1.3511,USD,0,0,0,0
2025-01-09,AmazonS3,0.1904,USD,0,0,0,0
2025-01-09,AmazonRDS,1.2805,USD,0,0,0,0
2025-01-09,AWSIoT,0.6951,USD,33,7,1,1
2025-01-09,AmazonLambda,0.635,USD,0,0,0,0
2025-01-09,AmazonCloudFront,0.9173,USD,0,0,0,0
2025-01-09,AmazonAPIGateway,0.3894,USD,0,0,0,0
2025-01-10,AmazonEC2,2.5077599999999998,USD,0,0,0,0
2025-01-10,AmazonS3,0.25572,USD,0,0,0,0
2025-01-10,AmazonRDS,1.0345199999999999,USD,0,0,0,0
2025-01-10,AWSIoT,1.06332,USD,91,10,4,1
2025-01-10,AmazonLambda,0.6502800000000001,USD,0,0,0,0
2025-01-10,AmazonCloudFront,1.06992,USD,0,0,0,0
2025-01-10,AmazonAPIGateway,0.36624,USD,0,0,0,0
2025-01-11,AmazonEC2,2.161,USD,0,0,0,0
2025-01-11,AmazonS3,0.1555,USD,0,0,0,0
2025-01-11,AmazonRDS,1.0097,USD,0,0,0,0
2025-01-11,AWSIoT,0.6458,USD,72,9,1,1
2025-01-11,AmazonLambda,0.5607,USD,0,0,0,0
2025-01-11,AmazonCloudFront,0.886,USD,0,0,0,0
2025-01-11,AmazonAPIGateway,0.3026,USD,0,0,0,0
2025-01-12,AmazonEC2,1.5509,USD,0,0,0,0
2025-01-12,AmazonS3,0.1239,USD,0,0,0,0
2025-01-12,AmazonRDS,0.9114,USD,0,0,0,0
2025-01-12,AWSIoT,0.7284,USD,74,6,2,1
2025-01-12,AmazonLambda,0.6261,USD,0,0,0,0
2025-01-12,AmazonCloudFront,0.6935,USD,0,0,0,0
2025-01-12,AmazonAPIGateway,0.282,USD,0,0,0,0
2025-01-13,AmazonEC2,1.66104,USD,0,0,0,0
2025-01-13,AmazonS3,0.25548,USD,0,0,0,0
2025-01-13,AmazonRDS,1.1008799999999999,USD,0,0,0,0
2025-01-13,AWSIoT,1.14444,USD,89,3,5,1
2025-01-13,AmazonLambda,0.7502399999999999,USD,0,0,0,0
2025-01-13,AmazonCloudFront,0.99564,USD,0,0,0,0
2025-01-13,AmazonAPIGateway,0.33552,USD,0,0,0,0
2025-01-14,AmazonEC2,1.3264,USD,0,0,0,0
2025-01-14,AmazonS3,0.1592,USD,0,0,0,0
2025-01-14,AmazonRDS,1.2533,USD,0,0,0,0
2025-01-14,AWSIoT,0.6778,USD,18,2,3,1
2025-01-14,AmazonLambda,0.5212,USD,0,0,0,0
2025-01-14,AmazonCloudFront,0.9196,USD,0,0,0,0
2025-01-14,AmazonAPIGateway,0.2731,USD,0,0,0,0
2025-01-15,AmazonEC2,2.0037,USD,0,0,0,0
2025-01-15,AmazonS3,0.1592,USD,0,0,0,0
2025-01-15,AmazonRDS,1.0386,USD,0,0,0,0
2025-01-15,AWSIoT,0.8396,USD,81,8,4,1
2025-01-15,AmazonLambda,0.5348,USD,0,0,0,0
2025-01-15,AmazonCloudFront,0.6088,USD,0,0,0,0
2025-01-15,AmazonAPIGateway,0.3507,USD,0,0,0,0
2025-01-16,AmazonEC2,1.7933,USD,0,0,0,0
2025-01-16,AmazonS3,0.2011,USD,0,0,0,0
2025-01-16,AmazonRDS,1.2138,USD,0,0,0,0
2025-01-16,AWSIoT,0.9118,USD,73,5,1,1
2025-01-16,AmazonLambda,0.3912,USD,0,0,0,0
2025-01-16,AmazonCloudFront,0.7182,USD,0,0,0,0
2025-01-16,AmazonAPIGateway,0.3396,USD,0,0,0,0
2025-01-17,AmazonEC2,2.30796,USD,0,0,0,0
2025-01-17,AmazonS3,0.1722,USD,0,0,0,0
2025-01-17,AmazonRDS,1.35876,USD,0,0,0,0
2025-01-17,AWSIoT,0.6703199999999999,USD,35,4,3,1
2025-01-17,AmazonLambda,0.7371599999999999,USD,0,0,0,0
2025-01-17,AmazonCloudFront,0.8254799999999999,USD,0,0,0,0
2025-01-17,AmazonAPIGateway,0.40847999999999995,USD,0,0,0,0
2025-01-18,AmazonEC2,1.8533,USD,0,0,0,0
2025-01-18,AmazonS3,0.1293,USD,0,0,0,0
2025-01-18,AmazonRDS,1.2726,USD,0,0,0,0
2025-01-18,AWSIoT,0.9223,USD,31,5,5,1
2025-01-18,AmazonLambda,0.3555,USD,0,0,0,0
